planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Marina South,Marina South,education,10,4.8,6,1,2,1,0,0,0,0,2,0,0,0,"​If you're looking for the most scenic library in Singapore, this is it. Located on the 3rd floor of VivoCity, library@harbourfront is a masterclass in modern, functional design. ​... || Visited Library @ HarbourFront — one of the nicest local libraries to relax and enjoy some quiet time with a book. The view overlooking Sentosa Island adds to the calming ambiance,... || staff are attentive to library users needs: noticed staff approached, 2grandmas and a lady with infant in hand and her pre schooler, to park the stroller to the designated area to ...",5,1,0,0,2,0
Marina South,Marina South,transport,10,4.5,1,1,1,2,2,0,1,0,2,0,0,0,"If you want to explore St John, Lazarus and Kusu island, this is the ferry terminal that you want to come and take the boat. 2 different brands, Singapore Island Cruise and Marina ... || Interesting pier with some maritime exhibits going on now. Parking is limited however, forced to park outside but ended up getting a ticket. Don't think this place is ready to hand... || Parking at MSP is always full. Be prepared to park on the street and be prepared for a fine. Just go by mrt and be worry free.",0,-1,2,1,2,0
Marina South,Marina South,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Marina South,Marina South,shopping,10,4.9,0,0,1,0,1,0,0,0,8,0,1,1,"🏬 Suntec City – 4.5 stars Suntec City is one of those malls in Singapore that feels huge but still easy to walk around. There’s a good mix of shopping, restaurants, cafés, and even... || A complex of Fountain of Wealth, Convention & Exhibition Centre, Shopping Mall & 5 Towers of Business Centres. ""Fountain of Wealth (The heart of Suntec City) Visit the heart of Sun... || An amazing mega centre that lives up to its name with all the essential amenities. With convention facility located here , it provides visitors and exhibitors the convenience of ac...",0,1,1,0,8,0
Marina South,Marina South,recreation,10,4.0,0,0,0,1,1,0,0,0,3,0,1,0,"The Singapore Recreation Club (SRC) Review on 20/1/2026 The Singapore Recreation Club (SRC), founded in 1883 and set along the iconic Padang, is one of Singapore’s most historic so... || Private club in central district with roofed warm and cold swimming pool, restaurant, bar with live band and cafe. Cost environment for private gathering and easily accessible by M... || Dinner with an old friend at the SRC'S Chinese Restaurant. Reminiscent of the old days in Singapore, with traditions alive and well. Very pleasant evening 😊😋",0,-1,1,0,3,1
Marina South,Marina South,nature,10,5.0,11,0,1,3,2,0,0,0,2,0,0,0,"Gardens by the Bay is truly an amazing place and definitely a must-visit attraction in Singapore. The entire area is beautifully designed, extremely clean, and very well maintained... || Gardens by the Bay is truly a highlight of Singapore and absolutely not to be missed. I’d highly recommend getting a combo ticket for the Cloud Forest and Flower Dome—plan for abou... || Gardens by the Bay is absolutely magical and one of my favorite spots in Singapore. The Supertree Grove is stunning, especially at night when the light and sound show begins—it fee...",11,-2,2,0,2,0
